Navio: Suezmax T172
Cenário: Extremo
Manobra: Entrada PGL3A Atrac. BB
Corrente: N 0.8nó 
Vento: SE 25nós 
Onda: 2.25m 12s SE 

time_stamp x y zz vx vy vzz rudder_demanded_orientation_0 distance_port distance_starboard distance_target discrete_propeller
12.3 10812.15 5266.15 -160.07 4.07 -0.27 -0.0 -0.01 76.753 54.752 5192.97 65.76
12.4 10811.76 5266.04 -160.07 4.07 -0.27 -0.0 -0.01 76.738 54.767 5192.565 65.76
12.5 10811.37 5265.92 -160.07 4.06 -0.27 -0.0 -0.01 76.713 54.791 5192.157 65.76
12.6 10810.97 5265.81 -160.07 4.06 -0.28 -0.0 -0.03 76.701 54.804 5191.742 65.76
12.7 10810.58 5265.7 -160.07 4.06 -0.28 -0.0 -0.03 76.685 54.819 5191.337 65.76
12.8 10810.19 5265.59 -160.07 4.06 -0.28 -0.0 -0.03 76.67 54.834 5190.932 65.76
12.9 10809.8 5265.47 -160.08 4.06 -0.28 -0.0 -0.03 76.669 54.882 5190.524 65.76
13.0 10809.41 5265.36 -160.08 4.06 -0.28 -0.0 -0.03 76.654 54.897 5190.119 65.76
13.1 10809.02 5265.25 -160.08 4.06 -0.28 -0.0 -0.03 76.639 54.912 5189.714 65.76
13.2 10808.63 5265.14 -160.08 4.05 -0.28 -0.0 -0.03 76.624 54.928 5189.309 65.76
13.3 10808.24 5265.02 -160.08 4.05 -0.28 -0.0 -0.03 76.599 54.952 5188.901 65.76
13.4 10807.85 5264.91 -160.08 4.05 -0.28 -0.0 -0.03 76.584 54.967 5188.496 65.76
13.5 10807.46 5264.8 -160.08 4.05 -0.28 -0.0 -0.03 76.569 54.982 5188.091 65.76
13.6 10807.07 5264.69 -160.08 4.05 -0.28 -0.0 -0.03 76.554 54.997 5187.685 65.76
13.7 10806.68 5264.58 -160.08 4.05 -0.28 -0.0 -0.03 76.539 55.012 5187.28 65.76
13.8 10806.29 5264.47 -160.08 4.05 -0.28 -0.0 -0.03 76.524 55.027 5186.875 65.76
13.9 10805.9 5264.36 -160.08 4.05 -0.28 -0.0 -0.03 76.509 55.042 5186.47 65.76
14.0 10805.51 5264.24 -160.08 4.05 -0.28 -0.0 -0.03 76.484 55.067 5186.062 65.76
14.1 10805.12 5264.13 -160.08 4.05 -0.29 -0.0 -0.03 76.469 55.082 5185.657 65.76
14.2 10804.73 5264.02 -160.08 4.05 -0.29 -0.0 -0.03 76.454 55.097 5185.252 65.76
14.3 10804.34 5263.91 -160.08 4.05 -0.29 -0.0 -0.03 76.439 55.112 5184.847 65.76
14.4 10803.95 5263.8 -160.08 4.04 -0.29 -0.0 -0.03 76.424 55.127 5184.442 65.76
14.5 10803.56 5263.69 -160.08 4.04 -0.29 -0.0 -0.03 76.408 55.142 5184.037 65.76
14.6 10803.17 5263.58 -160.08 4.04 -0.29 -0.0 -0.03 76.393 55.157 5183.631 65.76
14.7 10802.78 5263.47 -160.08 4.05 -0.29 -0.0 -0.03 76.378 55.172 5183.226 65.76
14.8 10802.38 5263.36 -160.08 4.05 -0.29 -0.0 -0.03 76.366 55.185 5182.811 65.76
14.9 10801.99 5263.25 -160.08 4.05 -0.29 -0.0 -0.03 76.351 55.2 5182.406 65.76
15.0 10801.6 5263.14 -160.08 4.05 -0.29 -0.0 -0.03 76.335 55.215 5182.001 65.76
15.1 10801.21 5263.03 -160.08 4.05 -0.3 -0.0 -0.03 76.32 55.23 5181.596 65.76
